LocalizedName, BlockState
饰纹亮岗哨石砖, aether:sentrystone_brick_decorative_lit[variant=base_pillar]
饰纹亮岗哨石砖, aether:sentrystone_brick_decorative_lit[variant=base_bricks]
饰纹亮岗哨石砖, aether:sentrystone_brick_decorative_lit[variant=keystone]
亮岗哨石砖柱, aether:sentrystone_pillar_lit[axis=y]
饰纹狱炎石砖, aether:hellfirestone_brick_decorative[variant=capstone_pillar]
饰纹狱炎石砖, aether:hellfirestone_brick_decorative[variant=capstone_bricks]
饰纹狱炎石砖, aether:hellfirestone_brick_decorative[variant=flagstones]
饰纹狱炎石砖, aether:hellfirestone_brick_decorative[variant=base_pillar]
饰纹狱炎石砖, aether:hellfirestone_brick_decorative[variant=base_bricks]
饰纹狱炎石砖, aether:hellfirestone_brick_decorative[variant=keystone]
狱炎石灯, aether:hellfirestone_lantern
狱炎石柱, aether:hellfirestone_pillar[axis=y]
伪装天根木活板门, aether:secret_skyroot_trapdoor[facing=north,half=bottom,open=false]
天根木工作台, aether:aether_crafting_table
天根木箱, aether:skyroot_chest[facing=north]
圣石炉, aether:holystone_furnace[facing=south,is_lit=false]
祭坛, aether:altar[facing=south]
孵化器, aether:incubator[facing=south,is_lit=false]
冰石冷却器, aether:icestone_cooler[facing=south]
石工台, aether:masonry_bench[facing=south]
天境之门, aether:aether_teleporter[facing=south]
哨营篝火, aether:outpost_campfire
坻星草方块, aether:thera_grass[snowy=false,variant=normal]
坻星泥土, aether:thera_dirt[variant=dirt]
坻星原木, aether:therawood_log[axis=none]
坻星木墙, aether:therawood_log_wall[east=true,is_generated=false,north=true,south=true,up=true,variant=cobblestone,west=true]
坻星树叶, aether:therawood_leaves[check_decay=false,decayable=false]
坻星木板, aether:therawood_planks
坻星木栅栏, aether:therawood_fence[east=false,north=false,south=false,west=false]
坻星木栅栏门, aether:therawood_fence_gate[facing=south,in_wall=false,open=false,powered=false]
饰纹坻星木, aether:therawood_decorative[variant=highlight]
饰纹坻星木, aether:therawood_decorative[variant=top_beam]
饰纹坻星木, aether:therawood_decorative[variant=base_planks]
饰纹坻星木, aether:therawood_decorative[variant=floorboards]
饰纹坻星木, aether:therawood_decorative[variant=base_beam]
饰纹坻星木, aether:therawood_decorative[variant=top_planks]
坻星木梁, aether:therawood_beam[axis=y]
坻星石砖, aether:therastone_brick
饰纹坻星石砖, aether:therastone_brick_decorative[variant=capstone_pillar]
饰纹坻星石砖, aether:therastone_brick_decorative[variant=capstone_bricks]
饰纹坻星石砖, aether:therastone_brick_decorative[variant=flagstones]
饰纹坻星石砖, aether:therastone_brick_decorative[variant=base_pillar]
饰纹坻星石砖, aether:therastone_brick_decorative[variant=base_bricks]
饰纹坻星石砖, aether:therastone_brick_decorative[variant=headstone]
饰纹坻星石砖, aether:therastone_brick_decorative[variant=keystone]
坻星石砖柱, aether:therastone_pillar[axis=y]
坻星木楼梯, aether:therawood_stairs[facing=east,half=bottom,shape=straight]
坻星木台阶, aether:therawood_slab[state=bottom]
坻星石砖楼梯, aether:therastone_brick_stairs[facing=east,half=bottom,shape=straight]
坻星石砖台阶, aether:therastone_brick_slab[state=bottom]
坻星石砖墙, aether:therastone_brick_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
礼物, aether:present
活木楼梯, botania:livingwood0stairs[facing=east,half=bottom,shape=straight]
活木台阶, botania:livingwood0slab[dummy=singleton,half=bottom]
活木墙, botania:livingwood0wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
活木楼梯, botania:livingwood1stairs[facing=east,half=bottom,shape=straight]
活木台阶, botania:livingwood1slab[dummy=singleton,half=bottom]
活石楼梯, botania:livingrock0stairs[facing=east,half=bottom,shape=straight]
活石台阶, botania:livingrock0slab[dummy=singleton,half=bottom]
活石墙, botania:livingrock0wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
活石砖楼梯, botania:livingrock1stairs[facing=east,half=bottom,shape=straight]
活石砖台阶, botania:livingrock1slab[dummy=singleton,half=bottom]
梦之木楼梯, botania:dreamwood0stairs[facing=east,half=bottom,shape=straight]
梦之木台阶, botania:dreamwood0slab[dummy=singleton,half=bottom]
梦之木墙, botania:dreamwood0wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
梦之木楼梯, botania:dreamwood1stairs[facing=east,half=bottom,shape=straight]
梦之木台阶, botania:dreamwood1slab[dummy=singleton,half=bottom]
烟熏石英块, botania:quartztypedark[variant=normal]
錾制烟熏石英块, botania:quartztypedark[variant=chiseled]
竖纹烟熏石英块, botania:quartztypedark[variant=pillar_y]
烟熏石英台阶, botania:quartzslabdarkhalf[dummy=singleton,half=bottom]
烟熏石英楼梯, botania:quartzstairsdark[facing=east,half=bottom,shape=straight]
魔力石英块, botania:quartztypemana[variant=normal]
錾制魔力石英块, botania:quartztypemana[variant=chiseled]
竖纹魔力石英块, botania:quartztypemana[variant=pillar_y]
魔力石英台阶, botania:quartzslabmanahalf[dummy=singleton,half=bottom]
魔力石英楼梯, botania:quartzstairsmana[facing=east,half=bottom,shape=straight]
烈焰石英块, botania:quartztypeblaze[variant=normal]
錾制烈焰石英块, botania:quartztypeblaze[variant=chiseled]
竖纹烈焰石英块, botania:quartztypeblaze[variant=pillar_y]
烈焰石英台阶, botania:quartzslabblazehalf[dummy=singleton,half=bottom]
烈焰石英楼梯, botania:quartzstairsblaze[facing=east,half=bottom,shape=straight]
熏香石英块, botania:quartztypelavender[variant=normal]
錾制熏香石英块, botania:quartztypelavender[variant=chiseled]
竖纹熏香石英块, botania:quartztypelavender[variant=pillar_y]
熏香石英台阶, botania:quartzslablavenderhalf[dummy=singleton,half=bottom]
熏香石英楼梯, botania:quartzstairslavender[facing=east,half=bottom,shape=straight]
红色石英块, botania:quartztypered[variant=normal]
錾制红色石英块, botania:quartztypered[variant=chiseled]
竖纹红色石英块, botania:quartztypered[variant=pillar_y]
红色石英台阶, botania:quartzslabredhalf[dummy=singleton,half=bottom]
红色石英楼梯, botania:quartzstairsred[facing=east,half=bottom,shape=straight]
精灵石英块, botania:quartztypeelf[variant=normal]
錾制精灵石英块, botania:quartztypeelf[variant=chiseled]
竖纹精灵石英块, botania:quartztypeelf[variant=pillar_y]
精灵石英台阶, botania:quartzslabelfhalf[dummy=singleton,half=bottom]
精灵石英楼梯, botania:quartzstairself[facing=east,half=bottom,shape=straight]
金黄石英块, botania:quartztypesunny[variant=normal]
錾制金黄石英块, botania:quartztypesunny[variant=chiseled]
竖纹金黄石英块, botania:quartztypesunny[variant=pillar_y]
金黄石英台阶, botania:quartzslabsunnyhalf[dummy=singleton,half=bottom]
金黄石英楼梯, botania:quartzstairssunny[facing=east,half=bottom,shape=straight]
变质森林石头, botania:biomestonea[variant=forest]
变质平原石头, botania:biomestonea[variant=plains]
变质高山石头, botania:biomestonea[variant=mountain]
变质菌丝石头, botania:biomestonea[variant=fungal]
变质沼泽石头, botania:biomestonea[variant=swamp]
变质沙漠石头, botania:biomestonea[variant=desert]
变质雪原石头, botania:biomestonea[variant=taiga]
变质高原石头, botania:biomestonea[variant=mesa]
变质森林圆石, botania:biomestonea[variant=forest_cobble]
变质平原圆石, botania:biomestonea[variant=plains_cobble]
变质高山圆石, botania:biomestonea[variant=mountain_cobble]
变质菌丝圆石, botania:biomestonea[variant=fungal_cobble]
变质沼泽圆石, botania:biomestonea[variant=swamp_cobble]
变质沙漠圆石, botania:biomestonea[variant=desert_cobble]
变质雪原圆石, botania:biomestonea[variant=taiga_cobble]
变质高原圆石, botania:biomestonea[variant=mesa_cobble]
变质森林石砖, botania:biomestoneb[variant=forest]
变质平原石砖, botania:biomestoneb[variant=plains]
变质高山石砖, botania:biomestoneb[variant=mountain]
变质菌丝石砖, botania:biomestoneb[variant=fungal]
变质沼泽石砖, botania:biomestoneb[variant=swamp]
变质沙漠石砖, botania:biomestoneb[variant=desert]
变质雪原石砖, botania:biomestoneb[variant=taiga]
变质高原石砖, botania:biomestoneb[variant=mesa]
錾制变质森林石砖, botania:biomestoneb[variant=chiseled_forest]
錾制变质平原石砖, botania:biomestoneb[variant=chiseled_plains]
錾制变质高山石砖, botania:biomestoneb[variant=chiseled_mountain]
錾制变质菌丝石砖, botania:biomestoneb[variant=chiseled_fungal]
錾制变质沼泽石砖, botania:biomestoneb[variant=chiseled_swamp]
錾制变质沙漠石砖, botania:biomestoneb[variant=chiseled_desert]
錾制变质雪原石砖, botania:biomestoneb[variant=chiseled_taiga]
錾制变质高原石砖, botania:biomestoneb[variant=chiseled_mesa]
白色葡萄牙路面, botania:pavement[color=white]
黑色葡萄牙路面, botania:pavement[color=black]
蓝色葡萄牙路面, botania:pavement[color=blue]
红色葡萄牙路面, botania:pavement[color=red]
黄色葡萄牙路面, botania:pavement[color=yellow]
绿色葡萄牙路面, botania:pavement[color=green]
变质森林石头楼梯, botania:biomestonea0stairs[facing=east,half=bottom,shape=straight]
变质森林石头台阶, botania:biomestonea0slab[dummy=singleton,half=bottom]
变质平原石头楼梯, botania:biomestonea1stairs[facing=east,half=bottom,shape=straight]
变质平原石头台阶, botania:biomestonea1slab[dummy=singleton,half=bottom]
变质高山石头楼梯, botania:biomestonea2stairs[facing=east,half=bottom,shape=straight]
变质高山石头台阶, botania:biomestonea2slab[dummy=singleton,half=bottom]
变质菌丝石头楼梯, botania:biomestonea3stairs[facing=east,half=bottom,shape=straight]
变质菌丝石头台阶, botania:biomestonea3slab[dummy=singleton,half=bottom]
变质沼泽石头楼梯, botania:biomestonea4stairs[facing=east,half=bottom,shape=straight]
变质沼泽石头台阶, botania:biomestonea4slab[dummy=singleton,half=bottom]
变质沙漠石头楼梯, botania:biomestonea5stairs[facing=east,half=bottom,shape=straight]
变质沙漠石头台阶, botania:biomestonea5slab[dummy=singleton,half=bottom]
变质雪原石头楼梯, botania:biomestonea6stairs[facing=east,half=bottom,shape=straight]
变质雪原石头台阶, botania:biomestonea6slab[dummy=singleton,half=bottom]
变质高原石头楼梯, botania:biomestonea7stairs[facing=east,half=bottom,shape=straight]
变质高原石头台阶, botania:biomestonea7slab[dummy=singleton,half=bottom]
变质森林圆石楼梯, botania:biomestonea8stairs[facing=east,half=bottom,shape=straight]
变质森林圆石台阶, botania:biomestonea8slab[dummy=singleton,half=bottom]
变质平原圆石楼梯, botania:biomestonea9stairs[facing=east,half=bottom,shape=straight]
变质平原圆石台阶, botania:biomestonea9slab[dummy=singleton,half=bottom]
变质高山圆石楼梯, botania:biomestonea10stairs[facing=east,half=bottom,shape=straight]
变质高山圆石台阶, botania:biomestonea10slab[dummy=singleton,half=bottom]
变质菌丝圆石楼梯, botania:biomestonea11stairs[facing=east,half=bottom,shape=straight]
变质菌丝圆石台阶, botania:biomestonea11slab[dummy=singleton,half=bottom]
变质沼泽圆石楼梯, botania:biomestonea12stairs[facing=east,half=bottom,shape=straight]
变质沼泽圆石台阶, botania:biomestonea12slab[dummy=singleton,half=bottom]
变质沙漠圆石楼梯, botania:biomestonea13stairs[facing=east,half=bottom,shape=straight]
变质沙漠圆石台阶, botania:biomestonea13slab[dummy=singleton,half=bottom]
变质雪原圆石楼梯, botania:biomestonea14stairs[facing=east,half=bottom,shape=straight]
变质雪原圆石台阶, botania:biomestonea14slab[dummy=singleton,half=bottom]
变质高原圆石楼梯, botania:biomestonea15stairs[facing=east,half=bottom,shape=straight]
变质高原圆石台阶, botania:biomestonea15slab[dummy=singleton,half=bottom]
变质森林石砖楼梯, botania:biomestoneb0stairs[facing=east,half=bottom,shape=straight]
变质森林石砖台阶, botania:biomestoneb0slab[dummy=singleton,half=bottom]
变质平原石砖楼梯, botania:biomestoneb1stairs[facing=east,half=bottom,shape=straight]
变质平原石砖台阶, botania:biomestoneb1slab[dummy=singleton,half=bottom]
变质高山石砖楼梯, botania:biomestoneb2stairs[facing=east,half=bottom,shape=straight]
变质高山石砖台阶, botania:biomestoneb2slab[dummy=singleton,half=bottom]
变质菌丝石砖楼梯, botania:biomestoneb3stairs[facing=east,half=bottom,shape=straight]
变质菌丝石砖台阶, botania:biomestoneb3slab[dummy=singleton,half=bottom]
变质沼泽石砖楼梯, botania:biomestoneb4stairs[facing=east,half=bottom,shape=straight]
变质沼泽石砖台阶, botania:biomestoneb4slab[dummy=singleton,half=bottom]
变质沙漠石砖楼梯, botania:biomestoneb5stairs[facing=east,half=bottom,shape=straight]
变质沙漠石砖台阶, botania:biomestoneb5slab[dummy=singleton,half=bottom]
变质雪原石砖楼梯, botania:biomestoneb6stairs[facing=east,half=bottom,shape=straight]
变质雪原石砖台阶, botania:biomestoneb6slab[dummy=singleton,half=bottom]
变质高原石砖楼梯, botania:biomestoneb7stairs[facing=east,half=bottom,shape=straight]
变质高原石砖台阶, botania:biomestoneb7slab[dummy=singleton,half=bottom]
变质森林石墙, botania:biomestonea0wall[bswall_variant=forest_cobble,east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
变质平原石墙, botania:biomestonea0wall[bswall_variant=plains_cobble,east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
变质高山石墙, botania:biomestonea0wall[bswall_variant=mountain_cobble,east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
变质菌丝石墙, botania:biomestonea0wall[bswall_variant=fungal_cobble,east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
变质沼泽石墙, botania:biomestonea0wall[bswall_variant=swamp_cobble,east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
变质沙漠石墙, botania:biomestonea0wall[bswall_variant=desert_cobble,east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
变质雪原石墙, botania:biomestonea0wall[bswall_variant=taiga_cobble,east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
变质高原石墙, botania:biomestonea0wall[bswall_variant=mesa_cobble,east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
白色葡萄牙楼梯, botania:pavement0stairs[facing=east,half=bottom,shape=straight]
白色葡萄牙台阶, botania:pavement0slab[dummy=singleton,half=bottom]
黑色葡萄牙楼梯, botania:pavement1stairs[facing=east,half=bottom,shape=straight]
黑色葡萄牙台阶, botania:pavement1slab[dummy=singleton,half=bottom]
蓝色葡萄牙楼梯, botania:pavement2stairs[facing=east,half=bottom,shape=straight]
蓝色葡萄牙台阶, botania:pavement2slab[dummy=singleton,half=bottom]
红色葡萄牙楼梯, botania:pavement3stairs[facing=east,half=bottom,shape=straight]
红色葡萄牙台阶, botania:pavement3slab[dummy=singleton,half=bottom]
黄色葡萄牙楼梯, botania:pavement4stairs[facing=east,half=bottom,shape=straight]
黄色葡萄牙台阶, botania:pavement4slab[dummy=singleton,half=bottom]
绿色葡萄牙楼梯, botania:pavement5stairs[facing=east,half=bottom,shape=straight]
绿色葡萄牙台阶, botania:pavement5slab[dummy=singleton,half=bottom]
微光石台阶, botania:shimmerrock0slab[dummy=singleton,half=bottom]
微光石楼梯, botania:shimmerrock0stairs[facing=east,half=bottom,shape=straight]
微光木板台阶, botania:shimmerwoodplanks0slab[dummy=singleton,half=bottom]
微光木板楼梯, botania:shimmerwoodplanks0stairs[facing=east,half=bottom,shape=straight]
魔力玻璃板, botania:managlasspane[east=false,north=false,south=false,west=false]
精灵玻璃板, botania:elfglasspane[east=false,north=false,south=false,west=false]
彩虹玻璃板, botania:bifrostpermpane[east=false,north=false,south=false,west=false]
